,unit_number,time,operational_setting_1,operations_setting_2,operational_setting_3,_sensor_1,_sensor_2,_sensor_3,_sensor_4,_sensor_5,_sensor_6,_sensor_7,_sensor_8,_sensor_9,_sensor_10,_sensor_11,_sensor_12,_sensor_13,_sensor_14,_sensor_15,_sensor_16,_sensor_17,_sensor_18,_sensor_19,_sensor_20,_sensor_21,anomaly
1870,9,158,0.003,-0.0004,100.0,518.67,642.61,1594.78,1399.17,14.62,21.6,553.56,2387.97,9116.11,1.3,47.44,521.89,2388.02,8188.3,8.4119,0.03,392,2388,100.0,38.89,23.2962,-1
1892,9,180,-0.0008,0.0002,100.0,518.67,643.05,1594.96,1406.19,14.62,21.61,553.86,2388.05,9155.81,1.3,47.5,521.24,2388.1,8227.97,8.4948,0.03,394,2388,100.0,38.48,23.1341,-1
1893,9,181,-0.0008,-0.0004,100.0,518.67,643.23,1602.99,1417.63,14.62,21.61,553.83,2388.0,9144.98,1.3,47.59,520.87,2388.08,8223.18,8.4468,0.03,395,2388,100.0,38.91,23.1923,-1
1896,9,184,-0.0024,-0.0001,100.0,518.67,643.55,1602.59,1415.55,14.62,21.61,553.87,2388.08,9163.47,1.3,47.76,521.04,2388.08,8230.96,8.4605,0.03,395,2388,100.0,38.62,23.1689,-1
1897,9,185,0.002,-0.0004,100.0,518.67,643.2,1601.8,1420.83,14.62,21.61,552.81,2388.07,9162.66,1.3,47.78,521.04,2388.08,8229.33,8.5005,0.03,393,2388,100.0,38.63,23.1598,-1
1899,9,187,-0.0022,-0.0,100.0,518.67,643.55,1607.04,1421.69,14.62,21.61,552.45,2388.07,9164.94,1.3,47.67,520.93,2388.08,8237.87,8.4938,0.03,395,2388,100.0,38.79,23.168,-1
1900,9,188,-0.006,0.0003,100.0,518.67,642.83,1601.88,1417.4,14.62,21.61,552.83,2388.13,9171.99,1.3,47.85,520.79,2388.07,8240.06,8.4992,0.03,395,2388,100.0,38.46,23.2898,-1
1901,9,189,0.0025,-0.0002,100.0,518.67,642.84,1596.03,1418.62,14.62,21.61,552.84,2388.04,9178.37,1.3,47.9,521.39,2388.11,8243.94,8.4522,0.03,396,2388,100.0,38.64,23.0994,-1
1902,9,190,-0.0016,0.0002,100.0,518.67,643.73,1595.56,1417.78,14.62,21.61,553.36,2388.12,9188.49,1.3,47.92,520.98,2388.1,8242.41,8.4987,0.03,396,2388,100.0,38.52,23.1614,-1
1903,9,191,-0.0001,-0.0001,100.0,518.67,643.38,1602.92,1423.1,14.62,21.61,552.52,2388.12,9183.92,1.3,47.89,520.79,2388.1,8248.3,8.4932,0.03,395,2388,100.0,38.68,23.2104,-1
1904,9,192,0.0015,0.0004,100.0,518.67,643.23,1598.22,1420.21,14.62,21.61,552.31,2388.15,9189.49,1.3,47.91,520.11,2388.08,8251.76,8.5037,0.03,396,2388,100.0,38.68,23.1819,-1
1905,9,193,-0.0011,-0.0004,100.0,518.67,643.32,1602.15,1427.4,14.62,21.61,552.36,2388.12,9191.59,1.3,47.91,520.78,2388.17,8255.79,8.498,0.03,396,2388,100.0,38.67,23.0226,-1
1906,9,194,-0.0001,-0.0,100.0,518.67,643.13,1599.34,1418.42,14.62,21.61,552.36,2388.16,9207.36,1.3,48.08,521.07,2388.07,8257.19,8.4414,0.03,396,2388,100.0,38.39,23.2319,-1
1907,9,195,0.0007,0.0001,100.0,518.67,642.7,1602.99,1431.01,14.62,21.61,552.15,2388.09,9205.71,1.3,48.04,520.71,2388.13,8262.08,8.4908,0.03,396,2388,100.0,38.54,23.1513,-1
1908,9,196,-0.0018,-0.0001,100.0,518.67,643.24,1597.81,1424.02,14.62,21.61,551.75,2388.12,9199.59,1.3,47.85,520.59,2388.07,8262.57,8.4898,0.03,396,2388,100.0,38.55,23.0542,-1
1909,9,197,0.0006,0.0005,100.0,518.67,643.42,1596.7,1417.01,14.62,21.61,552.63,2388.15,9206.31,1.3,47.94,520.35,2388.09,8266.83,8.5095,0.03,396,2388,100.0,38.51,23.181,-1
1910,9,198,0.0022,-0.0002,100.0,518.67,643.46,1599.45,1433.83,14.62,21.61,552.86,2388.15,9214.62,1.3,47.85,519.86,2388.13,8271.39,8.5206,0.03,397,2388,100.0,38.49,23.1286,-1
1911,9,199,-0.0026,0.0002,100.0,518.67,643.69,1603.7,1429.19,14.62,21.61,551.71,2388.09,9220.88,1.3,47.82,520.5,2388.1,8272.83,8.5282,0.03,396,2388,100.0,38.4,23.0677,-1
1912,9,200,-0.0014,-0.0004,100.0,518.67,643.4,1602.89,1431.95,14.62,21.61,552.29,2388.44,9224.87,1.3,47.98,520.35,2388.44,8279.79,8.4968,0.03,397,2388,100.0,38.43,23.1008,-1
1913,9,201,-0.0016,0.0004,100.0,518.67,644.04,1595.36,1428.43,14.62,21.61,552.3,2388.5,9239.76,1.3,48.11,520.28,2388.56,8289.63,8.5156,0.03,399,2388,100.0,38.45,23.0284,-1
1918,10,5,-0.002,-0.0003,100.0,518.67,642.13,1581.09,1396.37,14.62,21.6,554.26,2387.96,9046.16,1.3,47.2,522.29,2388.01,8138.95,8.3879,0.03,392,2388,100.0,39.06,23.4651,-1
1926,10,13,0.0022,0.0,100.0,518.67,641.98,1578.1,1395.18,14.62,21.6,554.77,2387.99,9048.49,1.3,47.18,522.03,2387.99,8135.65,8.3773,0.03,391,2388,100.0,38.89,23.3528,-1
1929,10,16,0.0027,-0.0003,100.0,518.67,641.87,1589.94,1397.33,14.62,21.6,554.65,2388.01,9052.18,1.3,47.06,522.35,2388.02,8138.18,8.3577,0.03,392,2388,100.0,39.0,23.4001,-1
1932,10,19,0.001,0.0002,100.0,518.67,642.29,1589.25,1396.14,14.62,21.6,554.48,2387.99,9058.24,1.3,47.11,522.27,2388.01,8139.5,8.3858,0.03,391,2388,100.0,39.14,23.4496,-1
1939,10,26,0.0008,0.0002,100.0,518.67,642.48,1590.13,1392.6,14.62,21.6,555.23,2388.06,9065.05,1.3,47.12,522.41,2388.03,8138.93,8.4004,0.03,392,2388,100.0,39.05,23.4433,-1
1948,10,35,-0.0017,0.0001,100.0,518.67,642.0,1585.28,1399.6,14.62,21.6,554.18,2388.0,9050.98,1.3,47.01,522.79,2388.03,8140.4,8.404,0.03,392,2388,100.0,38.89,23.4587,-1
1956,10,43,0.002,-0.0,100.0,518.67,642.67,1571.04,1401.83,14.62,21.6,554.0,2388.06,9058.96,1.3,47.1,522.41,2388.0,8140.62,8.3808,0.03,390,2388,100.0,39.08,23.4559,-1
1974,10,61,-0.0019,0.0004,100.0,518.67,642.28,1581.82,1393.03,14.62,21.6,554.39,2388.03,9057.65,1.3,47.17,522.37,2387.98,8143.78,8.3614,0.03,391,2388,100.0,38.96,23.4592,-1
1980,10,67,-0.002,0.0002,100.0,518.67,642.04,1589.24,1407.4,14.62,21.6,555.01,2388.03,9053.21,1.3,47.15,522.4,2388.03,8135.54,8.3763,0.03,390,2388,100.0,39.15,23.3072,-1
2130,10,217,0.0016,-0.0001,100.0,518.67,644.35,1603.77,1423.45,14.62,21.61,551.76,2388.23,9114.19,1.3,48.03,520.15,2388.16,8172.08,8.526,0.03,395,2388,100.0,38.42,23.1359,-1
2134,10,221,0.0005,-0.0001,100.0,518.67,644.09,1604.4,1432.13,14.62,21.61,551.77,2388.23,9110.37,1.3,48.08,519.22,2388.19,8183.38,8.5312,0.03,395,2388,100.0,38.22,23.1596,-1
2135,10,222,0.0002,-0.0003,100.0,518.67,643.66,1599.18,1436.29,14.62,21.61,552.7,2388.22,9115.44,1.3,48.09,520.02,2388.16,8183.55,8.5159,0.03,398,2388,100.0,38.51,23.1434,-1
2137,11,2,0.0001,-0.0005,100.0,518.67,641.81,1585.63,1389.78,14.62,21.6,554.63,2388.01,9058.18,1.3,47.18,522.33,2388.04,8138.28,8.3643,0.03,391,2388,100.0,39.12,23.4647,-1
2139,11,4,-0.0002,0.0002,100.0,518.67,642.19,1577.4,1394.48,14.62,21.6,554.07,2388.05,9054.67,1.3,47.26,521.69,2388.03,8133.88,8.3784,0.03,391,2388,100.0,39.06,23.4017,-1
2149,11,14,0.0001,0.0001,100.0,518.67,642.27,1589.27,1391.25,14.62,21.6,554.02,2388.01,9052.24,1.3,47.22,522.44,2387.99,8134.63,8.3427,0.03,394,2388,100.0,39.0,23.3445,-1
2170,11,35,-0.0003,-0.0005,100.0,518.67,642.19,1587.71,1402.56,14.62,21.6,554.35,2388.0,9049.16,1.3,47.15,522.64,2387.96,8133.98,8.4455,0.03,392,2388,100.0,39.14,23.44,-1
2174,11,39,0.0024,-0.0,100.0,518.67,642.73,1581.9,1398.09,14.62,21.6,554.9,2388.04,9044.26,1.3,47.18,522.18,2388.07,8140.96,8.4254,0.03,392,2388,100.0,39.21,23.4269,-1
2178,11,43,-0.0003,-0.0005,100.0,518.67,642.38,1582.06,1399.23,14.62,21.6,553.95,2388.03,9049.98,1.3,47.18,522.15,2388.05,8134.42,8.3586,0.03,392,2388,100.0,39.02,23.4501,-1
2366,11,231,-0.0006,0.0004,100.0,518.67,643.77,1605.96,1416.66,14.62,21.61,552.66,2388.09,9136.72,1.3,47.99,521.13,2388.1,8207.25,8.5039,0.03,397,2388,100.0,38.51,23.0519,-1
2367,11,232,0.0006,-0.0002,100.0,518.67,643.57,1608.8,1415.05,14.62,21.61,552.5,2388.17,9138.91,1.3,48.06,520.3,2388.15,8210.31,8.5408,0.03,395,2388,100.0,38.71,23.0727,-1
2369,11,234,0.0016,-0.0,100.0,518.67,643.65,1592.79,1420.0,14.62,21.61,551.69,2388.18,9145.42,1.3,47.94,520.86,2388.13,8209.19,8.5148,0.03,397,2388,100.0,38.56,23.0208,-1
2370,11,235,0.0065,0.0003,100.0,518.67,643.22,1597.07,1426.16,14.62,21.61,552.6,2388.17,9153.67,1.3,48.01,520.66,2388.14,8209.57,8.5183,0.03,395,2388,100.0,38.37,23.0664,-1
2371,11,236,0.0009,0.0004,100.0,518.67,643.6,1609.02,1420.43,14.62,21.61,551.82,2388.12,9145.76,1.3,48.03,519.95,2388.14,8210.25,8.5166,0.03,397,2388,100.0,38.28,23.1657,-1
2372,11,237,0.0004,-0.0003,100.0,518.67,643.5,1601.64,1429.22,14.62,21.61,552.54,2388.25,9152.41,1.3,48.16,520.39,2388.18,8208.22,8.5383,0.03,395,2388,100.0,38.49,23.1025,-1
2373,11,238,-0.003,0.0002,100.0,518.67,643.27,1607.24,1426.44,14.62,21.61,550.55,2388.18,9150.92,1.3,48.04,520.18,2388.12,8214.81,8.5121,0.03,396,2388,100.0,38.33,23.1283,-1
2374,11,239,-0.0001,-0.0004,100.0,518.67,643.68,1608.34,1424.85,14.62,21.61,552.0,2388.23,9151.7,1.3,48.24,520.07,2388.17,8218.6,8.4947,0.03,396,2388,100.0,38.49,23.0304,-1
2375,11,240,0.0002,0.0001,100.0,518.67,643.52,1598.71,1432.38,14.62,21.61,552.03,2388.19,9155.67,1.3,48.19,519.94,2388.16,8218.2,8.5135,0.03,397,2388,100.0,38.28,23.0558,-1
2535,12,160,-0.0012,-0.0002,100.0,518.67,643.64,1592.61,1429.75,14.62,21.61,551.28,2388.27,9054.75,1.3,48.28,520.05,2388.31,8125.47,8.502,0.03,397,2388,100.0,38.31,23.07,-1
2538,12,163,0.0008,0.0003,100.0,518.67,643.59,1593.01,1434.05,14.62,21.61,551.09,2388.22,9054.26,1.3,48.08,519.25,2388.3,8127.89,8.5654,0.03,397,2388,100.0,38.57,23.1024,-1
2539,12,164,0.0006,-0.0,100.0,518.67,642.95,1598.33,1419.55,14.62,21.61,551.55,2388.28,9058.39,1.3,48.08,519.61,2388.2,8126.87,8.5203,0.03,397,2388,100.0,38.35,23.0511,-1
2541,12,166,0.0021,0.0002,100.0,518.67,643.91,1604.39,1427.48,14.62,21.61,551.82,2388.29,9052.79,1.3,48.22,519.88,2388.25,8125.91,8.511,0.03,396,2388,100.0,38.43,23.1312,-1
2543,12,168,0.0007,0.0002,100.0,518.67,643.59,1596.25,1429.19,14.62,21.61,551.27,2388.29,9055.55,1.3,48.18,519.01,2388.27,8125.62,8.5275,0.03,396,2388,100.0,38.52,23.1209,-1
2544,12,169,0.0027,0.0005,100.0,518.67,643.34,1597.46,1429.09,14.62,21.61,551.43,2388.25,9047.75,1.3,48.1,519.32,2388.33,8120.62,8.5321,0.03,396,2388,100.0,38.47,23.0444,-1
2545,12,170,0.0002,-0.0001,100.0,518.67,643.31,1601.76,1434.94,14.62,21.61,551.1,2388.32,9050.4,1.3,48.08,519.55,2388.29,8122.87,8.5213,0.03,395,2388,100.0,38.64,23.0102,-1
2698,13,153,-0.0008,-0.0001,100.0,518.67,643.73,1598.38,1421.08,14.62,21.61,552.27,2388.14,9129.24,1.3,47.78,519.94,2388.17,8193.7,8.5,0.03,397,2388,100.0,38.31,23.1185,-1
2702,13,157,0.0004,0.0,100.0,518.67,643.43,1604.86,1432.39,14.62,21.61,552.42,2388.16,9136.94,1.3,48.12,520.61,2388.14,8207.5,8.4845,0.03,397,2388,100.0,38.45,23.0453,-1
2704,13,159,-0.0008,-0.0004,100.0,518.67,643.53,1612.88,1418.86,14.62,21.61,551.15,2388.15,9146.79,1.3,48.11,520.5,2388.2,8212.93,8.554,0.03,396,2388,100.0,38.28,23.1357,-1
2705,13,160,0.0011,0.0,100.0,518.67,643.77,1597.42,1429.73,14.62,21.61,551.2,2388.17,9140.98,1.3,48.04,519.8,2388.13,8210.94,8.5109,0.03,397,2388,100.0,38.49,23.209,-1
2706,13,161,-0.003,-0.0001,100.0,518.67,643.5,1602.21,1432.17,14.62,21.61,551.85,2388.11,9144.17,1.3,48.34,520.26,2388.19,8210.25,8.5269,0.03,396,2388,100.0,38.43,23.0185,-1
2707,13,162,-0.0011,0.0003,100.0,518.67,643.87,1605.83,1431.55,14.62,21.61,551.48,2388.16,9149.29,1.3,48.28,520.08,2388.15,8218.44,8.5015,0.03,397,2388,100.0,38.35,23.1104,-1
2708,13,163,-0.0002,-0.0004,100.0,518.67,644.26,1610.89,1430.32,14.62,21.61,550.99,2388.15,9153.32,1.3,48.22,519.76,2388.16,8211.76,8.5477,0.03,397,2388,100.0,38.53,23.1291,-1
2879,14,171,-0.003,-0.0004,100.0,518.67,643.45,1608.22,1424.48,14.62,21.61,552.76,2388.11,9112.37,1.3,48.18,519.76,2388.17,8184.23,8.5326,0.03,395,2388,100.0,38.31,23.1044,-1
2882,14,174,0.0008,0.0001,100.0,518.67,643.85,1605.95,1425.54,14.62,21.61,551.92,2388.17,9122.4,1.3,48.15,519.81,2388.08,8190.52,8.5081,0.03,396,2388,100.0,38.64,23.0226,-1
2885,14,177,0.0005,-0.0005,100.0,518.67,644.17,1599.2,1424.67,14.62,21.61,551.93,2388.21,9128.96,1.3,48.04,519.92,2388.18,8193.49,8.5166,0.03,397,2388,100.0,38.46,23.0187,-1
2886,14,178,0.0001,-0.0001,100.0,518.67,643.31,1603.1,1432.46,14.62,21.61,551.16,2388.24,9132.68,1.3,48.26,519.98,2388.2,8194.69,8.4919,0.03,397,2388,100.0,38.44,23.0785,-1
2887,14,179,-0.0008,0.0003,100.0,518.67,643.7,1609.93,1425.93,14.62,21.61,551.96,2388.24,9132.35,1.3,48.3,519.89,2388.18,8189.64,8.5305,0.03,396,2388,100.0,38.34,23.0647,-1
2888,14,180,0.0011,-0.0002,100.0,518.67,643.49,1597.94,1427.6,14.62,21.61,551.29,2388.18,9129.74,1.3,48.32,520.56,2388.23,8196.18,8.5237,0.03,397,2388,100.0,38.36,22.9824,-1
2893,15,5,0.0014,-0.0003,100.0,518.67,642.33,1584.7,1392.44,14.62,21.6,554.72,2388.07,9056.97,1.3,47.34,523.02,2388.0,8142.05,8.3915,0.03,390,2388,100.0,39.09,23.4482,-1
2897,15,9,0.0022,-0.0005,100.0,518.67,642.0,1580.24,1397.41,14.62,21.6,554.99,2388.09,9055.75,1.3,47.01,522.14,2387.99,8136.59,8.3748,0.03,392,2388,100.0,39.16,23.486,-1
2900,15,12,-0.0016,-0.0005,100.0,518.67,642.11,1582.54,1402.78,14.62,21.6,555.21,2388.01,9049.29,1.3,47.1,522.38,2387.95,8139.11,8.3678,0.03,392,2388,100.0,39.1,23.3218,-1
2909,15,21,0.0002,0.0003,100.0,518.67,642.51,1576.58,1395.29,14.62,21.6,554.48,2387.98,9056.38,1.3,47.14,522.62,2388.01,8144.26,8.3991,0.03,392,2388,100.0,39.0,23.4136,-1
2912,15,24,0.0016,0.0002,100.0,518.67,642.45,1589.29,1397.04,14.62,21.6,555.26,2387.97,9045.91,1.3,47.11,522.87,2388.0,8142.61,8.3978,0.03,392,2388,100.0,39.03,23.4335,-1
3090,15,202,-0.0009,0.0004,100.0,518.67,643.6,1602.94,1428.07,14.62,21.61,551.46,2388.25,9047.82,1.3,47.87,519.64,2388.26,8125.67,8.5078,0.03,398,2388,100.0,38.37,23.0895,-1
3091,15,203,0.0024,-0.0003,100.0,518.67,643.93,1604.48,1433.98,14.62,21.61,551.88,2388.29,9047.38,1.3,48.1,519.6,2388.32,8121.62,8.4912,0.03,396,2388,100.0,38.44,23.0578,-1
3092,15,204,0.0031,-0.0003,100.0,518.67,643.38,1604.93,1435.38,14.62,21.61,551.59,2388.24,9046.98,1.3,48.04,519.92,2388.28,8120.93,8.4576,0.03,396,2388,100.0,38.51,23.064,-1
3093,15,205,-0.0027,0.0004,100.0,518.67,643.46,1599.75,1425.96,14.62,21.61,550.98,2388.33,9042.81,1.3,48.3,519.67,2388.27,8122.93,8.5154,0.03,397,2388,100.0,38.55,23.1362,-1
3094,15,206,0.0004,0.0001,100.0,518.67,643.84,1608.43,1429.5,14.62,21.61,550.77,2388.32,9047.2,1.3,48.19,520.13,2388.33,8121.68,8.5487,0.03,396,2388,100.0,38.42,23.104,-1
3095,15,207,-0.0002,0.0001,100.0,518.67,643.65,1599.27,1433.72,14.62,21.61,551.59,2388.33,9039.93,1.3,48.3,519.67,2388.31,8122.39,8.5381,0.03,396,2388,100.0,38.43,23.0375,-1
3287,16,192,0.0008,0.0005,100.0,518.67,643.38,1597.73,1430.31,14.62,21.61,552.03,2388.28,9060.24,1.3,48.04,519.66,2388.32,8134.37,8.4965,0.03,397,2388,100.0,38.43,23.1404,-1
3292,16,197,0.0011,0.0,100.0,518.67,643.76,1595.45,1428.81,14.62,21.61,551.56,2388.27,9069.19,1.3,47.98,519.79,2388.18,8138.63,8.5345,0.03,397,2388,100.0,38.38,23.0969,-1
3293,16,198,0.0038,0.0004,100.0,518.67,643.5,1600.59,1429.68,14.62,21.61,551.33,2388.23,9061.56,1.3,48.16,519.88,2388.31,8130.43,8.5094,0.03,397,2388,100.0,38.23,22.9774,-1
3295,16,200,0.0035,0.0002,100.0,518.67,644.27,1597.45,1425.06,14.62,21.61,551.36,2388.23,9062.27,1.3,48.1,519.48,2388.27,8130.54,8.5314,0.03,396,2388,100.0,38.33,23.1342,-1
3297,16,202,-0.0006,-0.0001,100.0,518.67,643.2,1600.99,1426.59,14.62,21.61,551.42,2388.29,9059.92,1.3,48.11,519.4,2388.27,8130.33,8.5369,0.03,397,2388,100.0,38.47,23.1639,-1
3298,16,203,0.0002,-0.0004,100.0,518.67,644.18,1607.21,1423.13,14.62,21.61,551.23,2388.28,9057.79,1.3,47.87,519.65,2388.25,8130.39,8.5495,0.03,395,2388,100.0,38.39,23.1279,-1
3299,16,204,-0.0006,-0.0001,100.0,518.67,643.86,1598.86,1427.74,14.62,21.61,551.12,2388.24,9059.76,1.3,47.99,519.63,2388.31,8131.7,8.4722,0.03,396,2388,100.0,38.41,23.0637,-1
3300,16,205,0.0035,0.0001,100.0,518.67,643.88,1608.26,1426.2,14.62,21.61,551.01,2388.26,9063.13,1.3,48.08,519.8,2388.22,8134.25,8.5213,0.03,397,2388,100.0,38.6,23.2392,-1
3302,16,207,0.0001,0.0001,100.0,518.67,643.86,1605.94,1434.58,14.62,21.61,551.2,2388.29,9058.27,1.3,48.2,519.29,2388.27,8133.6,8.5595,0.03,397,2388,100.0,38.31,23.0348,-1
3303,16,208,0.0024,-0.0002,100.0,518.67,644.47,1595.68,1437.53,14.62,21.61,550.51,2388.26,9060.44,1.3,48.2,519.64,2388.25,8137.23,8.5419,0.03,396,2388,100.0,38.44,23.0087,-1
3304,16,209,0.0012,-0.0002,100.0,518.67,643.61,1601.47,1429.68,14.62,21.61,551.17,2388.25,9060.94,1.3,48.28,519.44,2388.26,8132.25,8.5258,0.03,397,2388,100.0,38.35,23.1505,-1
3312,17,8,-0.0027,-0.0001,100.0,518.67,642.27,1587.62,1399.79,14.62,21.6,554.76,2387.98,9061.46,1.3,47.17,522.69,2387.97,8138.59,8.3459,0.03,393,2388,100.0,38.99,23.4415,-1
3320,17,16,0.0023,0.0001,100.0,518.67,641.79,1582.26,1394.02,14.62,21.6,554.85,2388.05,9061.55,1.3,47.26,522.39,2388.01,8141.6,8.3484,0.03,391,2388,100.0,39.08,23.4428,-1
3324,17,20,-0.0004,0.0004,100.0,518.67,641.99,1578.99,1395.63,14.62,21.6,554.71,2388.02,9061.52,1.3,46.95,522.17,2387.98,8137.4,8.4021,0.03,392,2388,100.0,38.91,23.409,-1
3357,17,53,-0.0,-0.0003,100.0,518.67,642.93,1585.91,1390.76,14.62,21.6,554.31,2388.03,9070.86,1.3,47.1,522.32,2387.98,8147.42,8.4207,0.03,392,2388,100.0,39.0,23.4397,-1
3565,17,261,0.0031,-0.0004,100.0,518.67,643.87,1596.92,1421.2,14.62,21.61,552.01,2388.07,9144.18,1.3,47.87,520.61,2388.1,8212.81,8.4809,0.03,397,2388,100.0,38.58,22.9783,-1
3566,17,262,-0.0012,-0.0001,100.0,518.67,643.28,1597.94,1418.06,14.62,21.61,552.13,2388.07,9151.57,1.3,47.95,519.98,2388.1,8214.79,8.4567,0.03,397,2388,100.0,38.42,23.0853,-1
3567,17,263,0.0006,0.0004,100.0,518.67,643.65,1601.45,1416.22,14.62,21.61,551.81,2388.15,9152.72,1.3,48.16,520.57,2388.16,8215.01,8.4526,0.03,395,2388,100.0,38.59,23.0641,-1
3569,17,265,-0.0001,-0.0004,100.0,518.67,643.64,1593.34,1429.2,14.62,21.61,552.59,2388.13,9162.76,1.3,47.88,520.83,2388.13,8224.72,8.4977,0.03,396,2388,100.0,38.48,23.1248,-1
3570,17,266,0.002,0.0002,100.0,518.67,643.81,1601.24,1427.81,14.62,21.61,551.47,2388.17,9162.87,1.3,47.98,520.13,2388.2,8218.51,8.4876,0.03,396,2388,100.0,38.65,23.0748,-1
3571,17,267,0.0031,0.0004,100.0,518.67,643.51,1608.86,1421.63,14.62,21.61,551.75,2388.1,9151.9,1.3,47.93,520.84,2388.18,8215.02,8.5067,0.03,396,2388,100.0,38.44,23.1876,-1
3572,17,268,-0.002,0.0004,100.0,518.67,643.17,1603.62,1430.58,14.62,21.61,550.88,2388.15,9159.69,1.3,47.91,520.16,2388.1,8219.37,8.54,0.03,396,2388,100.0,38.34,23.091,-1
3573,17,269,0.0026,-0.0002,100.0,518.67,643.73,1602.28,1430.87,14.62,21.61,552.2,2388.18,9162.15,1.3,48.14,520.54,2388.21,8226.28,8.4907,0.03,397,2388,100.0,38.49,23.0103,-1
3574,17,270,0.0017,0.0,100.0,518.67,643.33,1602.5,1424.06,14.62,21.61,552.19,2388.15,9171.89,1.3,47.93,520.24,2388.08,8227.5,8.5155,0.03,396,2388,100.0,38.44,23.1338,-1
3575,17,271,0.0025,0.0002,100.0,518.67,643.55,1608.55,1433.02,14.62,21.61,552.18,2388.15,9175.55,1.3,48.09,520.52,2388.15,8228.0,8.4998,0.03,397,2388,100.0,38.44,23.0751,-1
3576,17,272,-0.0014,0.0002,100.0,518.67,643.13,1605.43,1422.78,14.62,21.61,552.13,2388.17,9167.31,1.3,48.2,520.08,2388.13,8228.6,8.5318,0.03,395,2388,100.0,38.32,23.0667,-1
3577,17,273,0.0031,0.0004,100.0,518.67,643.71,1602.12,1422.72,14.62,21.61,552.04,2388.14,9177.53,1.3,48.23,520.09,2388.13,8231.94,8.5549,0.03,397,2388,100.0,38.44,23.1137,-1
3578,17,274,-0.0018,0.0,100.0,518.67,643.58,1599.44,1420.47,14.62,21.61,551.96,2388.2,9172.47,1.3,48.09,519.77,2388.16,8232.28,8.5197,0.03,397,2388,100.0,38.52,23.0759,-1
3579,17,275,-0.0003,0.0005,100.0,518.67,644.0,1601.52,1430.48,14.62,21.61,551.4,2388.13,9178.28,1.3,47.97,519.26,2388.15,8229.73,8.5472,0.03,398,2388,100.0,38.52,23.0818,-1
3580,17,276,-0.0006,-0.0004,100.0,518.67,643.97,1599.82,1432.46,14.62,21.61,551.51,2388.14,9172.75,1.3,48.06,520.22,2388.12,8238.26,8.5171,0.03,397,2388,100.0,38.5,23.0517,-1
3618,18,38,-0.0006,-0.0004,100.0,518.67,642.4,1584.49,1407.5,14.62,21.6,554.47,2388.08,9055.89,1.3,47.17,522.46,2388.0,8145.2,8.3683,0.03,390,2388,100.0,39.13,23.4201,-1
3754,18,174,0.0033,-0.0001,100.0,518.67,642.79,1595.67,1416.74,14.62,21.61,553.04,2388.08,9152.07,1.3,47.78,520.73,2388.02,8215.43,8.4754,0.03,397,2388,100.0,38.9,23.2433,-1
3757,18,177,0.0006,-0.0004,100.0,518.67,643.11,1602.3,1416.38,14.62,21.61,552.85,2388.03,9157.14,1.3,47.65,521.45,2388.12,8218.26,8.4567,0.03,396,2388,100.0,38.81,23.1773,-1
3759,18,179,0.0014,-0.0001,100.0,518.67,642.22,1601.1,1417.03,14.62,21.61,553.44,2388.07,9157.23,1.3,47.58,521.1,2388.08,8226.08,8.5244,0.03,395,2388,100.0,38.8,23.1702,-1
3760,18,180,0.0022,-0.0,100.0,518.67,642.6,1602.68,1424.29,14.62,21.61,553.14,2388.08,9162.42,1.3,47.76,520.89,2388.06,8229.02,8.4783,0.03,396,2388,100.0,38.63,23.2429,-1
3761,18,181,0.0016,-0.0001,100.0,518.67,643.33,1600.23,1422.16,14.62,21.61,551.94,2388.12,9167.49,1.3,47.91,520.94,2388.14,8227.06,8.4915,0.03,396,2388,100.0,38.49,23.0976,-1
3762,18,182,0.0031,-0.0002,100.0,518.67,643.06,1608.95,1417.2,14.62,21.61,552.84,2388.08,9170.17,1.3,47.81,520.56,2388.07,8228.09,8.5002,0.03,395,2388,100.0,38.74,23.1709,-1
3763,18,183,-0.0032,-0.0001,100.0,518.67,643.16,1599.22,1416.6,14.62,21.61,552.92,2388.04,9171.68,1.3,47.85,520.77,2388.15,8243.3,8.4876,0.03,396,2388,100.0,38.51,23.0937,-1
3764,18,184,0.0024,-0.0003,100.0,518.67,643.56,1604.92,1416.38,14.62,21.61,552.45,2388.12,9174.9,1.3,47.88,520.47,2388.12,8237.12,8.5388,0.03,396,2388,100.0,38.67,23.0863,-1
3765,18,185,-0.0001,-0.0002,100.0,518.67,643.06,1601.27,1417.87,14.62,21.61,552.25,2388.13,9178.75,1.3,47.63,521.06,2388.15,8243.72,8.4848,0.03,395,2388,100.0,38.65,23.1556,-1
3766,18,186,0.0016,0.0001,100.0,518.67,643.85,1597.23,1425.43,14.62,21.61,552.58,2388.1,9191.36,1.3,47.99,520.33,2388.16,8245.88,8.4843,0.03,394,2388,100.0,38.6,23.0816,-1
3767,18,187,-0.0006,-0.0002,100.0,518.67,643.17,1600.39,1422.43,14.62,21.61,551.82,2388.13,9177.82,1.3,48.15,520.23,2388.12,8248.18,8.4426,0.03,396,2388,100.0,38.61,23.0819,-1
3768,18,188,0.0011,0.0001,100.0,518.67,643.17,1602.0,1428.31,14.62,21.61,552.77,2388.09,9187.67,1.3,47.77,520.49,2388.09,8253.97,8.4999,0.03,395,2388,100.0,38.57,23.2292,-1
