,unit_number,time,operational_setting_1,operations_setting_2,operational_setting_3,_sensor_1,_sensor_2,_sensor_3,_sensor_4,_sensor_5,_sensor_6,_sensor_7,_sensor_8,_sensor_9,_sensor_10,_sensor_11,_sensor_12,_sensor_13,_sensor_14,_sensor_15,_sensor_16,_sensor_17,_sensor_18,_sensor_19,_sensor_20,_sensor_21,anomaly
8009,62,68,-0.0014,0.0,100.0,518.67,642.07,1592.32,1399.13,14.62,21.6,554.53,2387.97,9053.29,1.3,47.2,522.63,2388.02,8137.25,8.3881,0.03,391,2388,100.0,38.88,23.4636,-1
8035,62,94,0.0016,-0.0003,100.0,518.67,641.76,1581.28,1400.85,14.62,21.6,553.96,2388.02,9064.89,1.3,47.07,522.29,2388.0,8142.89,8.3701,0.03,392,2388,100.0,38.92,23.2756,-1
8049,62,108,-0.0002,-0.0005,100.0,518.67,642.32,1581.05,1394.67,14.62,21.6,554.54,2387.98,9059.99,1.3,47.09,522.06,2388.02,8141.47,8.3892,0.03,391,2388,100.0,39.05,23.4609,-1
8508,65,12,0.0015,0.0004,100.0,518.67,642.08,1590.92,1392.54,14.62,21.6,554.41,2387.96,9066.78,1.3,47.17,522.22,2387.95,8142.71,8.4261,0.03,391,2388,100.0,39.28,23.4204,-1
8513,65,17,0.003,-0.0003,100.0,518.67,642.31,1588.19,1390.6,14.62,21.6,555.54,2387.92,9065.54,1.3,47.18,522.28,2388.02,8148.42,8.3887,0.03,392,2388,100.0,39.01,23.4339,-1
8515,65,19,0.0029,-0.0005,100.0,518.67,642.33,1585.2,1394.36,14.62,21.6,554.92,2388.0,9067.98,1.3,47.19,522.52,2387.96,8149.75,8.3682,0.03,392,2388,100.0,39.07,23.398,-1
8518,65,22,0.0017,-0.0003,100.0,518.67,641.72,1585.29,1397.25,14.62,21.6,554.73,2388.01,9067.95,1.3,47.11,522.67,2387.95,8151.51,8.3958,0.03,391,2388,100.0,39.25,23.4034,-1
8522,65,26,-0.0008,-0.0004,100.0,518.67,642.19,1581.02,1395.2,14.62,21.6,554.96,2388.01,9076.2,1.3,47.12,522.23,2388.05,8158.27,8.3941,0.03,393,2388,100.0,38.84,23.3898,-1
8524,65,28,-0.0015,0.0002,100.0,518.67,641.43,1579.71,1393.78,14.62,21.61,555.03,2388.01,9064.68,1.3,47.0,522.54,2387.99,8153.17,8.421,0.03,390,2388,100.0,39.09,23.5038,-1
8530,65,34,0.0031,-0.0004,100.0,518.67,641.85,1584.37,1402.66,14.62,21.6,553.96,2387.97,9069.87,1.3,47.2,522.36,2388.05,8152.26,8.4111,0.03,391,2388,100.0,39.05,23.5001,-1
8539,65,43,0.0032,-0.0004,100.0,518.67,642.15,1586.75,1399.6,14.62,21.6,554.3,2387.99,9056.09,1.3,46.99,522.41,2387.96,8146.43,8.4309,0.03,390,2388,100.0,38.85,23.3699,-1
8543,65,47,-0.0013,0.0003,100.0,518.67,641.79,1586.02,1398.45,14.62,21.6,554.64,2388.02,9072.85,1.3,47.14,522.56,2387.96,8146.54,8.4203,0.03,392,2388,100.0,38.8,23.4074,-1
8553,65,57,0.0011,-0.0003,100.0,518.67,642.12,1582.86,1394.85,14.62,21.6,553.99,2387.93,9059.26,1.3,47.19,522.45,2387.98,8146.49,8.3924,0.03,393,2388,100.0,39.02,23.4389,-1
8559,65,63,0.0005,-0.0001,100.0,518.67,641.75,1584.63,1396.47,14.62,21.6,554.88,2388.08,9071.43,1.3,47.17,521.63,2387.99,8145.45,8.398,0.03,391,2388,100.0,39.04,23.4477,-1
8567,65,71,0.0012,0.0,100.0,518.67,641.75,1588.1,1398.17,14.62,21.6,554.39,2388.03,9063.17,1.3,47.1,522.65,2388.03,8153.06,8.424,0.03,392,2388,100.0,39.19,23.327,-1
8971,68,186,-0.0034,0.0002,100.0,518.67,643.32,1605.18,1422.23,14.62,21.61,551.34,2388.19,9091.67,1.3,47.82,520.02,2388.2,8155.06,8.5229,0.03,397,2388,100.0,38.35,23.0967,-1
9263,72,17,-0.0004,-0.0002,100.0,518.67,641.7,1585.74,1396.5,14.62,21.6,553.7,2388.04,9060.91,1.3,47.2,522.69,2388.0,8143.95,8.3833,0.03,392,2388,100.0,38.73,23.4392,-1
9399,73,22,0.0039,-0.0004,100.0,518.67,641.78,1588.07,1392.09,14.62,21.6,553.38,2387.99,9053.81,1.3,47.23,522.65,2387.99,8137.82,8.3721,0.03,392,2388,100.0,38.92,23.4929,-1
9425,73,48,0.0006,0.0,100.0,518.67,642.32,1588.59,1399.0,14.62,21.6,554.12,2388.04,9049.13,1.3,47.21,522.46,2388.04,8135.6,8.4291,0.03,394,2388,100.0,39.17,23.435,-1
9426,73,49,-0.0023,0.0003,100.0,518.67,642.19,1582.47,1393.71,14.62,21.6,554.88,2388.04,9052.77,1.3,47.23,522.02,2388.0,8137.3,8.3818,0.03,390,2388,100.0,39.24,23.3108,-1
9730,76,16,0.0011,0.0002,100.0,518.67,641.85,1586.05,1401.48,14.62,21.6,554.67,2388.0,9055.33,1.3,47.35,522.64,2387.96,8139.67,8.4051,0.03,393,2388,100.0,39.06,23.4477,-1
9747,76,33,0.0011,-0.0004,100.0,518.67,642.7,1586.77,1392.86,14.62,21.6,554.63,2388.08,9051.2,1.3,47.16,522.19,2388.05,8146.95,8.3654,0.03,392,2388,100.0,38.87,23.4388,-1
9756,76,42,-0.0022,-0.0001,100.0,518.67,642.09,1580.72,1401.01,14.62,21.6,554.41,2387.99,9054.23,1.3,47.18,522.53,2388.02,8143.34,8.3756,0.03,393,2388,100.0,39.0,23.4348,-1
9761,76,47,-0.0003,-0.0,100.0,518.67,642.27,1589.75,1390.53,14.62,21.6,554.87,2387.98,9059.56,1.3,47.18,522.63,2387.98,8140.88,8.4138,0.03,393,2388,100.0,39.11,23.3992,-1
9918,76,204,0.0064,0.0001,100.0,518.67,644.05,1600.37,1432.29,14.62,21.61,551.83,2388.14,9108.95,1.3,48.05,520.34,2388.18,8179.07,8.5278,0.03,396,2388,100.0,38.35,23.081,-1
10082,78,1,-0.0034,-0.0002,100.0,518.67,642.47,1574.83,1401.11,14.62,21.6,555.19,2388.01,9060.41,1.3,47.04,522.43,2387.98,8136.58,8.4153,0.03,391,2388,100.0,39.06,23.4601,-1
10087,78,6,-0.0025,-0.0002,100.0,518.67,641.66,1578.83,1390.47,14.62,21.61,554.78,2388.0,9058.19,1.3,47.24,522.39,2387.94,8141.17,8.3674,0.03,391,2388,100.0,39.14,23.5486,-1
10088,78,7,0.0011,-0.0003,100.0,518.67,641.9,1578.89,1403.57,14.62,21.6,554.53,2388.02,9062.72,1.3,47.17,522.16,2388.01,8142.98,8.3643,0.03,391,2388,100.0,39.12,23.425,-1
10105,78,24,-0.0004,0.0,100.0,518.67,641.98,1586.41,1389.91,14.62,21.6,555.53,2387.99,9062.95,1.3,47.02,522.65,2387.95,8144.85,8.3922,0.03,391,2388,100.0,38.97,23.4828,-1
10106,78,25,-0.0005,-0.0003,100.0,518.67,641.37,1583.73,1398.62,14.62,21.6,553.97,2387.98,9065.6,1.3,47.18,522.67,2387.98,8141.26,8.3718,0.03,391,2388,100.0,39.11,23.4199,-1
10109,78,28,-0.0007,0.0001,100.0,518.67,642.05,1585.38,1399.02,14.62,21.6,555.25,2387.94,9059.29,1.3,47.2,522.4,2388.02,8142.94,8.4212,0.03,392,2388,100.0,39.0,23.4969,-1
10131,78,50,-0.0004,-0.0004,100.0,518.67,641.95,1581.55,1396.01,14.62,21.6,554.28,2387.94,9061.84,1.3,47.06,522.82,2387.96,8139.42,8.3657,0.03,391,2388,100.0,38.98,23.3839,-1
10134,78,53,0.0016,0.0005,100.0,518.67,641.84,1587.36,1396.04,14.62,21.6,554.46,2388.04,9056.26,1.3,47.26,523.0,2388.0,8141.01,8.3882,0.03,390,2388,100.0,38.87,23.4815,-1
10143,78,62,0.0014,0.0004,100.0,518.67,642.12,1587.14,1396.26,14.62,21.6,554.37,2387.95,9059.52,1.3,47.01,522.4,2387.96,8145.25,8.3719,0.03,391,2388,100.0,39.23,23.4188,-1
10151,78,70,0.0036,-0.0002,100.0,518.67,642.45,1586.97,1405.26,14.62,21.6,555.0,2387.95,9061.42,1.3,47.16,522.56,2388.03,8149.68,8.4112,0.03,391,2388,100.0,39.04,23.4428,-1
12451,96,3,-0.0055,-0.0002,100.0,518.67,642.11,1581.83,1396.14,14.62,21.6,554.06,2387.98,9067.0,1.3,47.14,522.08,2387.98,8153.57,8.4216,0.03,390,2388,100.0,39.07,23.4109,-1
12473,96,25,-0.0006,0.0001,100.0,518.67,641.85,1590.45,1404.66,14.62,21.6,554.8,2388.03,9068.73,1.3,47.0,522.63,2388.0,8150.59,8.4051,0.03,391,2388,100.0,38.91,23.4596,-1
12481,96,33,-0.0005,-0.0005,100.0,518.67,642.45,1585.24,1396.21,14.62,21.6,554.52,2388.01,9070.05,1.3,47.19,522.45,2388.02,8148.11,8.4086,0.03,392,2388,100.0,39.16,23.2435,-1
12486,96,38,-0.0011,0.0002,100.0,518.67,641.97,1579.41,1406.75,14.62,21.6,554.08,2387.97,9065.93,1.3,47.03,522.67,2387.98,8147.3,8.4071,0.03,392,2388,100.0,39.13,23.4085,-1
12502,96,54,-0.0028,0.0002,100.0,518.67,641.87,1578.69,1394.42,14.62,21.6,554.36,2388.01,9060.84,1.3,47.13,522.7,2388.03,8150.45,8.408,0.03,393,2388,100.0,38.92,23.4059,-1
12524,96,76,-0.0002,-0.0004,100.0,518.67,642.14,1586.25,1401.93,14.62,21.6,555.69,2388.01,9071.31,1.3,47.16,522.35,2388.01,8149.33,8.4071,0.03,391,2388,100.0,38.87,23.4812,-1
12530,96,82,-0.0003,-0.0002,100.0,518.67,641.89,1591.37,1404.74,14.62,21.6,554.18,2388.0,9070.65,1.3,47.17,521.89,2388.0,8154.24,8.4085,0.03,391,2388,100.0,39.18,23.322,-1
12555,97,10,-0.0022,0.0001,100.0,518.67,642.21,1597.12,1398.15,14.62,21.6,554.28,2388.02,9071.23,1.3,47.14,522.12,2388.03,8145.99,8.3933,0.03,392,2388,100.0,38.86,23.4964,-1
12807,99,7,-0.0003,0.0004,100.0,518.67,641.43,1588.67,1396.55,14.62,21.6,554.7,2387.99,9051.72,1.3,46.93,522.71,2388.02,8143.92,8.4104,0.03,391,2388,100.0,38.89,23.3811,-1
12820,99,20,0.0014,-0.0003,100.0,518.67,641.62,1582.67,1392.4,14.62,21.6,554.03,2387.99,9057.16,1.3,47.18,522.61,2387.97,8142.59,8.3893,0.03,391,2388,100.0,39.02,23.4327,-1
12822,99,22,0.0059,-0.0004,100.0,518.67,641.3,1588.2,1396.48,14.62,21.6,554.36,2388.03,9057.14,1.3,47.29,522.33,2387.96,8145.39,8.392,0.03,392,2388,100.0,39.06,23.463,-1
12837,99,37,-0.0008,-0.0001,100.0,518.67,641.3,1581.69,1393.57,14.62,21.6,554.88,2387.98,9064.26,1.3,47.25,522.86,2387.99,8140.52,8.3752,0.03,393,2388,100.0,39.0,23.5042,-1
12841,99,41,0.0041,0.0004,100.0,518.67,641.67,1581.63,1401.58,14.62,21.61,555.64,2387.98,9071.73,1.3,47.17,522.98,2387.92,8145.39,8.3741,0.03,391,2388,100.0,39.12,23.5021,-1
12860,99,60,-0.0016,0.0004,100.0,518.67,642.15,1577.07,1396.61,14.62,21.6,554.55,2388.01,9062.15,1.3,47.16,522.81,2388.05,8145.6,8.3978,0.03,394,2388,100.0,39.1,23.375,-1
12869,99,69,-0.0005,-0.0,100.0,518.67,641.84,1580.88,1391.86,14.62,21.6,554.05,2388.02,9065.82,1.3,47.29,522.33,2387.99,8149.75,8.3614,0.03,390,2388,100.0,39.12,23.4042,-1
12874,99,74,-0.0033,0.0003,100.0,518.67,641.8,1580.05,1397.33,14.62,21.6,554.32,2387.99,9068.23,1.3,47.15,522.66,2388.03,8147.35,8.4027,0.03,392,2388,100.0,38.87,23.5041,-1
12876,99,76,-0.0007,-0.0002,100.0,518.67,642.5,1582.66,1399.76,14.62,21.6,554.74,2388.0,9054.17,1.3,47.29,522.42,2388.03,8145.51,8.4209,0.03,393,2388,100.0,39.21,23.5149,-1
12980,100,83,0.0021,-0.0,100.0,518.67,642.21,1584.87,1403.88,14.62,21.6,554.41,2388.0,9059.47,1.3,47.22,522.23,2387.99,8135.35,8.4149,0.03,392,2388,100.0,39.15,23.4894,-1
